file,full_path,label,class_name,split
M122_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M122_log-20241114-212937.bmp,0,Low,train
M124_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M124_log-20241114-212937.bmp,1,High,train
M125_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M125_log-20241114-212937.bmp,1,High,train
M126_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M126_log-20241114-212937.bmp,1,High,train
M128_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M128_log-20241114-212937.bmp,0,Low,train
M129_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M129_log-20241114-212937.bmp,0,Low,validation
M12_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M12_log-20241114-212937.bmp,0,Low,train
M130_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M130_log-20241114-212937.bmp,1,High,train
M131_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M131_log-20241114-212937.bmp,0,Low,train
M133_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M133_log-20241114-212937.bmp,0,Low,train
M134_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M134_log-20241114-212937.bmp,1,High,train
M135_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M135_log-20241114-212937.bmp,0,Low,train
M136_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M136_log-20241114-212937.bmp,1,High,validation
M139_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M139_log-20241114-212937.bmp,1,High,train
M140_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M140_log-20241114-212937.bmp,1,High,train
M141_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M141_log-20241114-212937.bmp,1,High,train
M142_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M142_log-20241114-212937.bmp,0,Low,validation
M144_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M144_log-20241114-212937.bmp,0,Low,train
M147_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M147_log-20241114-212937.bmp,0,Low,train
M148_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M148_log-20241114-212937.bmp,0,Low,train
M149_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M149_log-20241114-212937.bmp,1,High,validation
M14_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M14_log-20241114-212937.bmp,0,Low,train
M150_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M150_log-20241114-212937.bmp,0,Low,train
M152_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M152_log-20241114-212937.bmp,0,Low,train
M153_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M153_log-20241114-212937.bmp,1,High,train
M154_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M154_log-20241114-212937.bmp,1,High,validation
M155_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M155_log-20241114-212937.bmp,0,Low,train
M156_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M156_log-20241114-212937.bmp,0,Low,train
M158_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M158_log-20241114-212937.bmp,1,High,train
M159_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M159_log-20241114-212937.bmp,1,High,train
M15_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M15_log-20241114-212937.bmp,1,High,train
M160_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M160_log-20241114-212937.bmp,1,High,train
M161_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M161_log-20241114-212937.bmp,1,High,train
M162_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M162_log-20241114-212937.bmp,1,High,validation
M163_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M163_log-20241114-212937.bmp,0,Low,train
M164_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M164_log-20241114-212937.bmp,1,High,train
M167_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M167_log-20241114-212937.bmp,0,Low,train
M169_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M169_log-20241114-212937.bmp,1,High,train
M16_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M16_log-20241114-212937.bmp,1,High,train
M170_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M170_log-20241114-212937.bmp,0,Low,train
M173_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M173_log-20241114-212937.bmp,1,High,train
M174_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M174_log-20241114-212937.bmp,0,Low,train
M175_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M175_log-20241114-212937.bmp,1,High,train
M176_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M176_log-20241114-212937.bmp,0,Low,train
M177_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M177_log-20241114-212937.bmp,1,High,validation
M178_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M178_log-20241114-212937.bmp,1,High,validation
M179_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M179_log-20241114-212937.bmp,1,High,validation
M17_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M17_log-20241114-212937.bmp,0,Low,train
M180_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M180_log-20241114-212937.bmp,0,Low,train
M181_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M181_log-20241114-212937.bmp,0,Low,validation
M182_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M182_log-20241114-212937.bmp,0,Low,train
M185_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M185_log-20241114-212937.bmp,1,High,train
M187_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M187_log-20241114-212937.bmp,1,High,validation
M188_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M188_log-20241114-212937.bmp,0,Low,train
M190_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M190_log-20241114-212937.bmp,0,Low,validation
M191_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M191_log-20241114-212937.bmp,0,Low,train
M192_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M192_log-20241114-212937.bmp,0,Low,train
M195_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M195_log-20241114-212937.bmp,0,Low,train
M196_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M196_log-20241114-212937.bmp,0,Low,validation
M198_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M198_log-20241114-212937.bmp,1,High,train
M199_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M199_log-20241114-212937.bmp,1,High,train
M1_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M1_log-20241114-212937.bmp,1,High,validation
M200_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M200_log-20241114-212937.bmp,0,Low,train
M201_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M201_log-20241114-212937.bmp,1,High,train
M202_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M202_log-20241114-212937.bmp,1,High,train
M203_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M203_log-20241114-212937.bmp,0,Low,train
M208_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M208_log-20241114-212937.bmp,0,Low,train
M20_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M20_log-20241114-212937.bmp,1,High,train
M210_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M210_log-20241114-212937.bmp,0,Low,validation
M211_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M211_log-20241114-212937.bmp,0,Low,train
M212_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M212_log-20241114-212937.bmp,1,High,train
M214_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M214_log-20241114-212937.bmp,0,Low,train
M222_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M222_log-20241114-212937.bmp,0,Low,train
M224_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M224_log-20241114-212937.bmp,1,High,train
M225_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M225_log-20241114-212937.bmp,1,High,train
M226_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M226_log-20241114-212937.bmp,1,High,train
M227_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M227_log-20241114-212937.bmp,0,Low,validation
M228_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M228_log-20241114-212937.bmp,1,High,train
M22_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M22_log-20241114-212937.bmp,1,High,validation
M230_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M230_log-20241114-212937.bmp,0,Low,train
M231_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M231_log-20241114-212937.bmp,1,High,train
M232_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M232_log-20241114-212937.bmp,0,Low,train
M233_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M233_log-20241114-212937.bmp,1,High,train
M235_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M235_log-20241114-212937.bmp,0,Low,train
M238_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M238_log-20241114-212937.bmp,1,High,validation
M239_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M239_log-20241114-212937.bmp,0,Low,train
M23_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M23_log-20241114-212937.bmp,0,Low,train
M240_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M240_log-20241114-212937.bmp,0,Low,validation
M245_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M245_log-20241114-212937.bmp,0,Low,train
M246_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M246_log-20241114-212937.bmp,1,High,train
M24_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M24_log-20241114-212937.bmp,0,Low,train
M250_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M250_log-20241114-212937.bmp,0,Low,train
M251_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M251_log-20241114-212937.bmp,0,Low,train
M252_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M252_log-20241114-212937.bmp,1,High,train
M253_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M253_log-20241114-212937.bmp,1,High,validation
M254_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M254_log-20241114-212937.bmp,1,High,train
M255_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M255_log-20241114-212937.bmp,0,Low,train
M256_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M256_log-20241114-212937.bmp,1,High,train
M257_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M257_log-20241114-212937.bmp,1,High,train
M258_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M258_log-20241114-212937.bmp,0,Low,train
M25_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M25_log-20241114-212937.bmp,0,Low,validation
M261_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M261_log-20241114-212937.bmp,0,Low,train
M262_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M262_log-20241114-212937.bmp,0,Low,train
M264_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M264_log-20241114-212937.bmp,0,Low,train
M265_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M265_log-20241114-212937.bmp,1,High,train
M268_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M268_log-20241114-212937.bmp,1,High,train
M270_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M270_log-20241114-212937.bmp,0,Low,train
M271_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M271_log-20241114-212937.bmp,0,Low,validation
M275_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M275_log-20241114-212937.bmp,0,Low,train
M276_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M276_log-20241114-212937.bmp,1,High,train
M277_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M277_log-20241114-212937.bmp,1,High,train
M278_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M278_log-20241114-212937.bmp,0,Low,train
M281_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M281_log-20241114-212937.bmp,0,Low,validation
M283_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M283_log-20241114-212937.bmp,1,High,validation
M284_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M284_log-20241114-212937.bmp,0,Low,validation
M285_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M285_log-20241114-212937.bmp,1,High,train
M286_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M286_log-20241114-212937.bmp,0,Low,train
M287_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M287_log-20241114-212937.bmp,0,Low,validation
M288_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M288_log-20241114-212937.bmp,0,Low,train
M289_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M289_log-20241114-212937.bmp,1,High,train
M28_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M28_log-20241114-212937.bmp,1,High,train
M293_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M293_log-20241114-212937.bmp,1,High,train
M294_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M294_log-20241114-212937.bmp,0,Low,train
M295_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M295_log-20241114-212937.bmp,1,High,train
M296_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_low_bw/M296_log-20241114-212937.bmp,0,Low,train
M297_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M297_log-20241114-212937.bmp,1,High,train
M298_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M298_log-20241114-212937.bmp,1,High,train
M299_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M299_log-20241114-212937.bmp,1,High,train
M2_log-20241114-212937.bmp,/Users/olzhi/Documents/Research 2026-07-15/lime_multiplexer/multiplexer_combined_bandwidths/combined_high_bw/M2_log-20241114-212937.bmp,1,High,validation
